"","number","color"
"9045",5,"Red"
"9046",6,"Red"
"9047",7,"Blue"
"9048",8,"Blue"
"9049",9,"Black"
"9050",10,"Black"
"9051",1,"Red"
"9052",2,"Blue"
"9053",3,"Red"
"9054",4,"Red"
"9055",5,"Red"
"9056",6,"Blue"
"9057",7,"Blue"
"9058",8,"Red"
"9059",9,"Black"
"9060",10,"Blue"
"9061",1,"Black"
"9062",2,"Red"
"9063",3,"Red"
"9064",4,"Blue"
"9065",5,"Red"
"9066",6,"Black"
"9067",7,"Blue"
"9068",8,"Red"
"9069",9,"Black"
"9070",10,"Red"
"9071",1,"Blue"
"9072",2,"Red"
"9073",3,"Red"
"9074",4,"Blue"
"9075",5,"Black"
"9076",6,"Blue"
"9077",7,"Blue"
"9078",8,"Red"
"9079",9,"Black"
"9080",10,"Black"
"9081",1,"Blue"
"9082",2,"Blue"
"9083",3,"Black"
"9084",4,"Black"
"9085",5,"Black"
"9086",6,"Blue"
"9087",7,"Red"
"9088",8,"Black"
"9089",9,"Blue"
"9090",10,"Black"
"9091",1,"Red"
"9092",2,"Black"
"9093",3,"Blue"
"9094",4,"Blue"
"9095",5,"Red"
"9096",6,"Red"
"9097",7,"Blue"
"9098",8,"Blue"
"9099",9,"Red"
"9100",10,"Blue"
"9101",1,"Red"
"9102",2,"Black"
"9103",3,"Black"
"9104",4,"Black"
"9105",5,"Red"
"9106",6,"Blue"
"9107",7,"Red"
"9108",8,"Red"
"9109",9,"Black"
"9110",10,"Black"
"9111",1,"Red"
"9112",2,"Red"
"9113",3,"Black"
"9114",4,"Black"
"9115",5,"Black"
"9116",6,"Blue"
"9117",7,"Blue"
"9118",8,"Blue"
"9119",9,"Black"
"9120",10,"Red"
"9121",1,"Black"
"9122",2,"Red"
"9123",3,"Black"
"9124",4,"Red"
"9125",5,"Black"
"9126",6,"Black"
"9127",7,"Black"
"9128",8,"Black"
"9129",9,"Red"
"9130",10,"Red"
"9131",1,"Black"
"9132",2,"Black"
"9133",3,"Red"
"9134",4,"Black"
"9135",5,"Red"
"9136",6,"Blue"
"9137",7,"Black"
"9138",8,"Black"
"9139",9,"Red"
"9140",10,"Red"
"9141",1,"Black"
"9142",2,"Blue"
"9143",3,"Blue"
"9144",4,"Black"
"9145",5,"Black"
"9146",6,"Black"
"9147",7,"Red"
"9148",8,"Black"
"9149",9,"Black"
"9150",10,"Blue"
"9151",1,"Black"
"9152",2,"Red"
"9153",3,"Black"
"9154",4,"Red"
"9155",5,"Red"
"9156",6,"Blue"
"9157",7,"Red"
"9158",8,"Black"
"9159",9,"Blue"
"9160",10,"Blue"
"9161",1,"Black"
"9162",2,"Black"
"9163",3,"Black"
"9164",4,"Black"
"9165",5,"Blue"
"9166",6,"Black"
"9167",7,"Black"
"9168",8,"Red"
"9169",9,"Red"
"9170",10,"Black"
"9171",1,"Black"
"9172",2,"Red"
"9173",3,"Blue"
"9174",4,"Black"
"9175",5,"Black"
"9176",6,"Blue"
"9177",7,"Black"
"9178",8,"Red"
"9179",9,"Blue"
"9180",10,"Red"
"9181",1,"Red"
"9182",2,"Blue"
"9183",3,"Black"
"9184",4,"Black"
"9185",5,"Black"
"9186",6,"Blue"
"9187",7,"Red"
"9188",8,"Red"
"9189",9,"Red"
"9190",10,"Red"
"9191",1,"Red"
"9192",2,"Black"
"9193",3,"Blue"
"9194",4,"Blue"
"9195",5,"Blue"
"9196",6,"Black"
"9197",7,"Blue"
"9198",8,"Blue"
"9199",9,"Black"
"9200",10,"Black"
"9201",1,"Red"
"9202",2,"Black"
"9203",3,"Black"
"9204",4,"Blue"
"9205",5,"Blue"
"9206",6,"Red"
"9207",7,"Red"
"9208",8,"Blue"
"9209",9,"Blue"
"9210",10,"Black"
"9211",1,"Red"
"9212",2,"Blue"
"9213",3,"Black"
"9214",4,"Black"
"9215",5,"Red"
"9216",6,"Red"
"9217",7,"Red"
"9218",8,"Blue"
"9219",9,"Red"
"9220",10,"Black"
"9221",1,"Red"
"9222",2,"Black"
"9223",3,"Blue"
"9224",4,"Blue"
"9225",5,"Blue"
"9226",6,"Blue"
"9227",7,"Blue"
"9228",8,"Red"
"9229",9,"Blue"
"9230",10,"Blue"
"9231",1,"Black"
"9232",2,"Black"
"9233",3,"Black"
"9234",4,"Blue"
"9235",5,"Red"
"9236",6,"Red"
"9237",7,"Black"
"9238",8,"Red"
"9239",9,"Black"
"9240",10,"Blue"
"9241",1,"Red"
"9242",2,"Blue"
"9243",3,"Blue"
"9244",4,"Black"
"9245",5,"Black"
"9246",6,"Red"
"9247",7,"Blue"
"9248",8,"Black"
"9249",9,"Blue"
"9250",10,"Red"
"9251",1,"Red"
"9252",2,"Black"
"9253",3,"Red"
"9254",4,"Black"
"9255",5,"Black"
"9256",6,"Red"
"9257",7,"Red"
"9258",8,"Blue"
"9259",9,"Red"
"9260",10,"Black"
"9261",1,"Blue"
"9262",2,"Red"
"9263",3,"Blue"
"9264",4,"Red"
"9265",5,"Black"
"9266",6,"Red"
"9267",7,"Red"
"9268",8,"Black"
"9269",9,"Red"
"9270",10,"Black"
"9271",1,"Blue"
"9272",2,"Red"
"9273",3,"Blue"
"9274",4,"Blue"
"9275",5,"Black"
"9276",6,"Red"
"9277",7,"Red"
"9278",8,"Blue"
"9279",9,"Blue"
"9280",10,"Black"
"9281",1,"Black"
"9282",2,"Black"
"9283",3,"Black"
"9284",4,"Blue"
"9285",5,"Blue"
"9286",6,"Red"
"9287",7,"Red"
"9288",8,"Red"
"9289",9,"Black"
"9290",10,"Black"
"9291",1,"Blue"
"9292",2,"Black"
"9293",3,"Blue"
"9294",4,"Red"
"9295",5,"Black"
"9296",6,"Black"
"9297",7,"Black"
"9298",8,"Black"
"9299",9,"Black"
"9300",10,"Blue"
"9301",1,"Blue"
"9302",2,"Black"
"9303",3,"Black"
"9304",4,"Blue"
"9305",5,"Black"
"9306",6,"Black"
"9307",7,"Red"
"9308",8,"Blue"
"9309",9,"Black"
"9310",10,"Black"
"9311",1,"Blue"
"9312",2,"Black"
"9313",3,"Red"
"9314",4,"Black"
"9315",5,"Blue"
"9316",6,"Red"
"9317",7,"Blue"
"9318",8,"Red"
"9319",9,"Black"
"9320",10,"Black"
"9321",1,"Black"
"9322",2,"Black"
"9323",3,"Black"
"9324",4,"Black"
"9325",5,"Blue"
"9326",6,"Red"
"9327",7,"Black"
"9328",8,"Blue"
"9329",9,"Blue"
"9330",10,"Blue"
"9331",1,"Black"
"9332",2,"Red"
"9333",3,"Blue"
"9334",4,"Black"
"9335",5,"Red"
"9336",6,"Blue"
"9337",7,"Blue"
"9338",8,"Blue"
"9339",9,"Black"
"9340",10,"Black"
"9341",1,"Blue"
"9342",2,"Black"
"9343",3,"Black"
"9344",4,"Black"
"9345",5,"Black"
"9346",6,"Red"
"9347",7,"Black"
"9348",8,"Red"
"9349",9,"Black"
"9350",10,"Red"
"9351",1,"Red"
"9352",2,"Red"
"9353",3,"Blue"
"9354",4,"Black"
"9355",5,"Red"
"9356",6,"Black"
"9357",7,"Blue"
"9358",8,"Black"
"9359",9,"Blue"
"9360",10,"Blue"
"9361",1,"Red"
"9362",2,"Black"
"9363",3,"Blue"
"9364",4,"Blue"
"9365",5,"Blue"
"9366",6,"Black"
"9367",7,"Red"
"9368",8,"Black"
"9369",9,"Blue"
"9370",10,"Black"
"9371",1,"Red"
"9372",2,"Black"
"9373",3,"Blue"
"9374",4,"Black"
"9375",5,"Black"
"9376",6,"Red"
"9377",7,"Black"
"9378",8,"Black"
"9379",9,"Black"
"9380",10,"Red"
"9381",1,"Black"
"9382",2,"Blue"
"9383",3,"Black"
"9384",4,"Blue"
"9385",5,"Blue"
"9386",6,"Black"
"9387",7,"Blue"
"9388",8,"Blue"
"9389",9,"Black"
"9390",10,"Black"
"9391",1,"Black"
"9392",2,"Blue"
"9393",3,"Blue"
"9394",4,"Blue"
"9395",5,"Blue"
"9396",6,"Red"
"9397",7,"Blue"
"9398",8,"Black"
"9399",9,"Black"
"9400",10,"Black"
"9401",1,"Red"
"9402",2,"Black"
"9403",3,"Blue"
"9404",4,"Blue"
"9405",5,"Black"
"9406",6,"Blue"
"9407",7,"Red"
"9408",8,"Black"
"9409",9,"Black"
"9410",10,"Black"
"9411",1,"Red"
"9412",2,"Black"
"9413",3,"Blue"
"9414",4,"Black"
"9415",5,"Black"
"9416",6,"Red"
"9417",7,"Blue"
"9418",8,"Black"
"9419",9,"Red"
"9420",10,"Blue"
"9421",1,"Black"
"9422",2,"Red"
"9423",3,"Black"
"9424",4,"Black"
"9425",5,"Blue"
"9426",6,"Blue"
"9427",7,"Black"
"9428",8,"Black"
"9429",9,"Black"
"9430",10,"Red"
"9431",1,"Black"
"9432",2,"Blue"
"9433",3,"Red"
"9434",4,"Red"
"9435",5,"Black"
"9436",6,"Black"
"9437",7,"Black"
"9438",8,"Red"
"9439",9,"Black"
"9440",10,"Blue"
"9441",1,"Black"
"9442",2,"Red"
"9443",3,"Blue"
"9444",4,"Red"
"9445",5,"Black"
"9446",6,"Black"
"9447",7,"Black"
"9448",8,"Red"
"9449",9,"Red"
"9450",10,"Blue"
"9451",1,"Black"
"9452",2,"Black"
"9453",3,"Red"
"9454",4,"Blue"
"9455",5,"Blue"
"9456",6,"Black"
"9457",7,"Black"
"9458",8,"Red"
"9459",9,"Black"
"9460",10,"Red"
"9461",1,"Black"
"9462",2,"Red"
"9463",3,"Red"
"9464",4,"Black"
"9465",5,"Red"
"9466",6,"Black"
"9467",7,"Black"
"9468",8,"Red"
"9469",9,"Red"
"9470",10,"Red"
"9471",1,"Blue"
"9472",2,"Black"
"9473",3,"Black"
"9474",4,"Blue"
"9475",5,"Red"
"9476",6,"Black"
"9477",7,"Red"
"9478",8,"Black"
"9479",9,"Black"
"9480",10,"Black"
"9481",1,"Red"
"9482",2,"Red"
"9483",3,"Red"
"9484",4,"Blue"
"9485",5,"Blue"
"9486",6,"Black"
"9487",7,"Black"
"9488",8,"Blue"
"9489",9,"Red"
"9490",10,"Red"
"9491",1,"Red"
"9492",2,"Black"
"9493",3,"Black"
"9494",4,"Black"
"9495",5,"Blue"
"9496",6,"Black"
"9497",7,"Red"
"9498",8,"Red"
"9499",9,"Blue"
"9500",10,"Red"
"9501",1,"Black"
"9502",2,"Blue"
"9503",3,"Black"
"9504",4,"Red"
"9505",5,"Black"
"9506",6,"Black"
"9507",7,"Black"
"9508",8,"Red"
"9509",9,"Red"
"9510",10,"Black"
"9511",1,"Black"
"9512",2,"Red"
"9513",3,"Black"
"9514",4,"Black"
"9515",5,"Blue"
"9516",6,"Blue"
"9517",7,"Black"
"9518",8,"Blue"
"9519",9,"Black"
"9520",10,"Red"
"9521",1,"Black"
"9522",2,"Red"
"9523",3,"Black"
"9524",4,"Red"
"9525",5,"Blue"
"9526",6,"Red"
"9527",7,"Red"
"9528",8,"Black"
"9529",9,"Red"
"9530",10,"Blue"
"9531",1,"Blue"
"9532",2,"Blue"
"9533",3,"Black"
"9534",4,"Blue"
"9535",5,"Blue"
"9536",6,"Black"
"9537",7,"Black"
"9538",8,"Black"
"9539",9,"Red"
"9540",10,"Black"
"9541",1,"Blue"
"9542",2,"Black"
"9543",3,"Black"
"9544",4,"Red"
"9545",5,"Red"
"9546",6,"Red"
"9547",7,"Blue"
"9548",8,"Blue"
"9549",9,"Black"
"9550",10,"Red"
"9551",1,"Black"
"9552",2,"Red"
"9553",3,"Red"
"9554",4,"Black"
"9555",5,"Blue"
"9556",6,"Red"
"9557",7,"Red"
"9558",8,"Black"
"9559",9,"Red"
"9560",10,"Blue"
"9561",1,"Blue"
"9562",2,"Blue"
"9563",3,"Black"
"9564",4,"Blue"
"9565",5,"Black"
"9566",6,"Black"
"9567",7,"Black"
"9568",8,"Black"
"9569",9,"Red"
"9570",10,"Blue"
"9571",1,"Blue"
"9572",2,"Red"
"9573",3,"Red"
"9574",4,"Black"
"9575",5,"Blue"
"9576",6,"Black"
"9577",7,"Red"
"9578",8,"Black"
"9579",9,"Blue"
"9580",10,"Black"
"9581",1,"Blue"
"9582",2,"Black"
"9583",3,"Black"
"9584",4,"Black"
"9585",5,"Blue"
"9586",6,"Black"
"9587",7,"Red"
"9588",8,"Red"
"9589",9,"Black"
"9590",10,"Blue"
"9591",1,"Black"
"9592",2,"Black"
"9593",3,"Black"
"9594",4,"Black"
"9595",5,"Black"
"9596",6,"Red"
"9597",7,"Black"
"9598",8,"Red"
"9599",9,"Red"
"9600",10,"Black"
"9601",1,"Red"
"9602",2,"Red"
"9603",3,"Red"
"9604",4,"Red"
"9605",5,"Red"
"9606",6,"Blue"
"9607",7,"Red"
"9608",8,"Blue"
"9609",9,"Red"
"9610",10,"Black"
"9611",1,"Black"
"9612",2,"Blue"
"9613",3,"Black"
"9614",4,"Black"
"9615",5,"Red"
"9616",6,"Black"
"9617",7,"Black"
"9618",8,"Red"
"9619",9,"Red"
"9620",10,"Black"
"9621",1,"Black"
"9622",2,"Black"
"9623",3,"Blue"
"9624",4,"Black"
"9625",5,"Blue"
"9626",6,"Black"
"9627",7,"Blue"
"9628",8,"Black"
"9629",9,"Black"
"9630",10,"Red"
"9631",1,"Black"
"9632",2,"Red"
"9633",3,"Red"
"9634",4,"Black"
"9635",5,"Blue"
"9636",6,"Red"
"9637",7,"Black"
"9638",8,"Black"
"9639",9,"Black"
"9640",10,"Blue"
"9641",1,"Red"
"9642",2,"Blue"
"9643",3,"Black"
"9644",4,"Blue"
"9645",5,"Red"
"9646",6,"Blue"
"9647",7,"Red"
"9648",8,"Blue"
"9649",9,"Black"
"9650",10,"Blue"
"9651",1,"Black"
"9652",2,"Red"
"9653",3,"Blue"
"9654",4,"Blue"
"9655",5,"Red"
"9656",6,"Red"
"9657",7,"Red"
"9658",8,"Blue"
"9659",9,"Blue"
"9660",10,"Black"
"9661",1,"Blue"
"9662",2,"Black"
"9663",3,"Blue"
"9664",4,"Blue"
"9665",5,"Blue"
"9666",6,"Black"
"9667",7,"Blue"
"9668",8,"Black"
"9669",9,"Black"
"9670",10,"Black"
"9671",1,"Black"
"9672",2,"Red"
"9673",3,"Blue"
"9674",4,"Red"
"9675",5,"Blue"
"9676",6,"Blue"
"9677",7,"Blue"
"9678",8,"Black"
"9679",9,"Blue"
"9680",10,"Black"
"9681",1,"Blue"
"9682",2,"Black"
"9683",3,"Black"
"9684",4,"Red"
"9685",5,"Blue"
"9686",6,"Black"
"9687",7,"Blue"
"9688",8,"Black"
"9689",9,"Black"
"9690",10,"Black"
"9691",1,"Red"
"9692",2,"Blue"
"9693",3,"Black"
"9694",4,"Red"
"9695",5,"Red"
"9696",6,"Red"
"9697",7,"Blue"
"9698",8,"Red"
"9699",9,"Black"
"9700",10,"Red"
"9701",1,"Blue"
"9702",2,"Black"
"9703",3,"Red"
"9704",4,"Black"
"9705",5,"Blue"
"9706",6,"Red"
"9707",7,"Black"
"9708",8,"Blue"
"9709",9,"Blue"
"9710",10,"Red"
"9711",1,"Black"
"9712",2,"Blue"
"9713",3,"Black"
"9714",4,"Black"
"9715",5,"Blue"
"9716",6,"Black"
"9717",7,"Black"
"9718",8,"Red"
"9719",9,"Black"
"9720",10,"Black"
"9721",1,"Black"
"9722",2,"Black"
"9723",3,"Black"
"9724",4,"Blue"
"9725",5,"Red"
"9726",6,"Black"
"9727",7,"Black"
"9728",8,"Red"
"9729",9,"Black"
"9730",10,"Red"
"9731",1,"Blue"
"9732",2,"Blue"
"9733",3,"Black"
"9734",4,"Blue"
"9735",5,"Red"
"9736",6,"Black"
"9737",7,"Black"
"9738",8,"Black"
"9739",9,"Black"
"9740",10,"Blue"
"9741",1,"Red"
"9742",2,"Blue"
"9743",3,"Red"
"9744",4,"Blue"
"9745",5,"Red"
"9746",6,"Blue"
"9747",7,"Black"
"9748",8,"Black"
"9749",9,"Red"
"9750",10,"Blue"
"9751",1,"Blue"
"9752",2,"Red"
"9753",3,"Blue"
"9754",4,"Red"
"9755",5,"Blue"
"9756",6,"Black"
"9757",7,"Blue"
"9758",8,"Blue"
"9759",9,"Red"
"9760",10,"Red"
"9761",1,"Black"
"9762",2,"Red"
"9763",3,"Red"
"9764",4,"Black"
"9765",5,"Black"
"9766",6,"Black"
"9767",7,"Black"
"9768",8,"Red"
"9769",9,"Red"
"9770",10,"Black"
"9771",1,"Black"
"9772",2,"Black"
"9773",3,"Red"
"9774",4,"Blue"
"9775",5,"Black"
"9776",6,"Blue"
"9777",7,"Black"
"9778",8,"Black"
"9779",9,"Red"
"9780",10,"Black"
"9781",1,"Red"
"9782",2,"Blue"
"9783",3,"Blue"
"9784",4,"Blue"
"9785",5,"Blue"
"9786",6,"Blue"
"9787",7,"Blue"
"9788",8,"Black"
"9789",9,"Blue"
"9790",10,"Black"
"9791",1,"Black"
"9792",2,"Blue"
"9793",3,"Blue"
"9794",4,"Blue"
"9795",5,"Blue"
"9796",6,"Red"
"9797",7,"Red"
"9798",8,"Black"
"9799",9,"Black"
"9800",10,"Red"
"9801",1,"Red"
"9802",2,"Blue"
"9803",3,"Black"
"9804",4,"Red"
"9805",5,"Black"
"9806",6,"Blue"
"9807",7,"Blue"
"9808",8,"Red"
"9809",9,"Red"
"9810",10,"Red"
"9811",1,"Black"
"9812",2,"Blue"
"9813",3,"Black"
"9814",4,"Red"
"9815",5,"Blue"
"9816",6,"Black"
"9817",7,"Blue"
"9818",8,"Red"
"9819",9,"Blue"
"9820",10,"Black"
"9821",1,"Red"
"9822",2,"Red"
"9823",3,"Blue"
"9824",4,"Black"
"9825",5,"Blue"
"9826",6,"Red"
"9827",7,"Blue"
"9828",8,"Red"
"9829",9,"Black"
"9830",10,"Black"
"9831",1,"Red"
"9832",2,"Red"
"9833",3,"Black"
"9834",4,"Red"
"9835",5,"Black"
"9836",6,"Black"
"9837",7,"Blue"
"9838",8,"Red"
"9839",9,"Red"
"9840",10,"Black"
"9841",1,"Black"
"9842",2,"Red"
"9843",3,"Red"
"9844",4,"Black"
"9845",5,"Black"
"9846",6,"Blue"
"9847",7,"Red"
"9848",8,"Blue"
"9849",9,"Blue"
"9850",10,"Black"
"9851",1,"Red"
"9852",2,"Blue"
"9853",3,"Red"
"9854",4,"Black"
"9855",5,"Red"
"9856",6,"Red"
"9857",7,"Blue"
"9858",8,"Red"
"9859",9,"Red"
"9860",10,"Black"
"9861",1,"Black"
"9862",2,"Black"
"9863",3,"Blue"
"9864",4,"Blue"
"9865",5,"Red"
"9866",6,"Black"
"9867",7,"Red"
"9868",8,"Black"
"9869",9,"Black"
"9870",10,"Black"
"9871",1,"Black"
"9872",2,"Blue"
"9873",3,"Blue"
"9874",4,"Red"
"9875",5,"Black"
"9876",6,"Black"
"9877",7,"Black"
"9878",8,"Blue"
"9879",9,"Red"
"9880",10,"Blue"
"9881",1,"Black"
"9882",2,"Red"
"9883",3,"Blue"
"9884",4,"Red"
"9885",5,"Red"
"9886",6,"Black"
"9887",7,"Blue"
"9888",8,"Blue"
"9889",9,"Blue"
"9890",10,"Red"
"9891",1,"Red"
"9892",2,"Blue"
"9893",3,"Black"
"9894",4,"Red"
"9895",5,"Red"
"9896",6,"Blue"
"9897",7,"Black"
"9898",8,"Blue"
"9899",9,"Black"
"9900",10,"Black"
"9901",1,"Black"
"9902",2,"Blue"
"9903",3,"Blue"
"9904",4,"Blue"
"9905",5,"Black"
"9906",6,"Blue"
"9907",7,"Blue"
"9908",8,"Blue"
"9909",9,"Black"
"9910",10,"Red"
"9911",1,"Red"
"9912",2,"Red"
"9913",3,"Blue"
"9914",4,"Black"
"9915",5,"Red"
"9916",6,"Red"
"9917",7,"Blue"
"9918",8,"Black"
"9919",9,"Red"
"9920",10,"Red"
"9921",1,"Red"
"9922",2,"Blue"
"9923",3,"Blue"
"9924",4,"Red"
"9925",5,"Red"
"9926",6,"Black"
"9927",7,"Black"
"9928",8,"Red"
"9929",9,"Black"
"9930",10,"Red"
"9931",1,"Red"
"9932",2,"Black"
"9933",3,"Black"
"9934",4,"Red"
"9935",5,"Red"
"9936",6,"Red"
"9937",7,"Black"
"9938",8,"Black"
"9939",9,"Blue"
"9940",10,"Blue"
"9941",1,"Red"
"9942",2,"Black"
"9943",3,"Black"
"9944",4,"Black"
"9945",5,"Blue"
"9946",6,"Black"
"9947",7,"Black"
"9948",8,"Black"
"9949",9,"Red"
"9950",10,"Red"
"9951",1,"Red"
"9952",2,"Red"
"9953",3,"Red"
"9954",4,"Black"
"9955",5,"Black"
"9956",6,"Blue"
"9957",7,"Blue"
"9958",8,"Red"
"9959",9,"Blue"
"9960",10,"Red"
"9961",1,"Blue"
"9962",2,"Black"
"9963",3,"Black"
"9964",4,"Red"
"9965",5,"Blue"
"9966",6,"Black"
"9967",7,"Black"
"9968",8,"Red"
"9969",9,"Red"
"9970",10,"Black"
"9971",1,"Blue"
"9972",2,"Red"
"9973",3,"Red"
"9974",4,"Black"
"9975",5,"Blue"
"9976",6,"Black"
"9977",7,"Red"
"9978",8,"Blue"
"9979",9,"Blue"
"9980",10,"Blue"
"9981",1,"Red"
"9982",2,"Red"
"9983",3,"Red"
"9984",4,"Black"
"9985",5,"Blue"
"9986",6,"Black"
"9987",7,"Black"
"9988",8,"Black"
"9989",9,"Black"
"9990",10,"Blue"
"9991",1,"Red"
"9992",2,"Blue"
"9993",3,"Black"
"9994",4,"Black"
"9995",5,"Red"
"9996",6,"Red"
"9997",7,"Red"
"9998",8,"Blue"
"9999",9,"Blue"
"10000",10,"Blue"
"10001",2,"Blue"
"10002",7,"Blue"
"10003",2,"Red"
"10004",7,"Black"
"10005",2,"Blue"
"10006",7,"Blue"
"10007",2,"Blue"
"10008",7,"Red"
"10009",2,"Black"
"10010",7,"Black"
"10011",2,"Blue"
"10012",7,"Red"
"10013",2,"Red"
"10014",7,"Black"
"10015",2,"Blue"
"10016",7,"Red"
"10017",2,"Black"
"10018",7,"Black"
"10019",2,"Blue"
"10020",7,"Black"
"10021",2,"Black"
"10022",7,"Red"
"10023",2,"Blue"
"10024",7,"Red"
"10025",2,"Red"
"10026",7,"Red"
"10027",2,"Black"
"10028",7,"Black"
"10029",2,"Blue"
"10030",7,"Black"
"10031",2,"Black"
"10032",7,"Black"
"10033",2,"Black"
"10034",7,"Red"
"10035",2,"Blue"
"10036",7,"Blue"
"10037",2,"Black"
"10038",7,"Red"
"10039",2,"Blue"
"10040",7,"Red"
"10041",2,"Red"
"10042",7,"Black"
"10043",2,"Black"
"10044",7,"Black"
"10045",2,"Black"
"10046",7,"Red"
"10047",2,"Black"
"10048",7,"Red"
"10049",2,"Red"
"10050",7,"Black"
"10051",2,"Red"
"10052",7,"Black"
"10053",2,"Blue"
"10054",7,"Red"
"10055",2,"Black"
"10056",7,"Red"
"10057",2,"Blue"
"10058",7,"Red"
"10059",2,"Blue"
"10060",7,"Black"
"10061",2,"Blue"
"10062",7,"Red"
"10063",2,"Blue"
"10064",7,"Red"
"10065",2,"Black"
"10066",7,"Blue"
"10067",2,"Black"
"10068",7,"Black"
"10069",2,"Red"
"10070",7,"Red"
"10071",2,"Black"
"10072",7,"Blue"
"10073",2,"Blue"
"10074",7,"Blue"
"10075",2,"Red"
"10076",7,"Blue"
"10077",2,"Black"
"10078",7,"Blue"
"10079",2,"Blue"
"10080",7,"Red"
"10081",2,"Black"
"10082",7,"Black"
"10083",2,"Blue"
"10084",7,"Black"
"10085",2,"Black"
"10086",7,"Red"
"10087",2,"Black"
"10088",7,"Black"
"10089",2,"Red"
"10090",7,"Black"
"10091",2,"Red"
"10092",7,"Red"
"10093",2,"Black"
"10094",7,"Blue"
"10095",2,"Blue"
"10096",7,"Black"
"10097",2,"Red"
"10098",7,"Blue"
"10099",2,"Blue"
"10100",7,"Black"
"10101",2,"Blue"
"10102",7,"Black"
"10103",2,"Red"
"10104",7,"Red"
"10105",2,"Black"
"10106",7,"Red"
"10107",2,"Red"
"10108",7,"Black"
"10109",2,"Black"
"10110",7,"Black"
"10111",2,"Blue"
"10112",7,"Black"
"10113",2,"Black"
"10114",7,"Red"
"10115",2,"Blue"
"10116",7,"Black"
"10117",2,"Red"
"10118",7,"Red"
"10119",2,"Blue"
"10120",7,"Blue"
"10121",2,"Black"
"10122",7,"Black"
"10123",2,"Blue"
"10124",7,"Blue"
"10125",2,"Red"
"10126",7,"Black"
"10127",2,"Red"
"10128",7,"Black"
"10129",2,"Black"
"10130",7,"Blue"
"10131",2,"Black"
"10132",7,"Blue"
"10133",2,"Blue"
"10134",7,"Red"
"10135",2,"Black"
"10136",7,"Blue"
"10137",2,"Blue"
"10138",7,"Black"
"10139",2,"Blue"
"10140",7,"Red"
"10141",2,"Black"
"10142",7,"Black"
"10143",2,"Blue"
"10144",7,"Blue"
"10145",2,"Red"
"10146",7,"Black"
"10147",2,"Red"
"10148",7,"Blue"
"10149",2,"Blue"
"10150",7,"Black"
"10151",2,"Black"
"10152",7,"Black"
"10153",2,"Blue"
"10154",7,"Red"
"10155",2,"Black"
"10156",7,"Red"
"10157",2,"Blue"
"10158",7,"Red"
"10159",2,"Black"
"10160",7,"Blue"
"10161",2,"Red"
"10162",7,"Red"
"10163",2,"Black"
"10164",7,"Red"
"10165",2,"Blue"
"10166",7,"Black"
"10167",2,"Red"
"10168",7,"Black"
"10169",2,"Black"
"10170",7,"Red"
"10171",2,"Black"
"10172",7,"Blue"
"10173",2,"Black"
"10174",7,"Black"
"10175",2,"Black"
"10176",7,"Black"
"10177",2,"Black"
"10178",7,"Black"
"10179",2,"Black"
"10180",7,"Black"
"10181",2,"Blue"
"10182",7,"Black"
"10183",2,"Red"
"10184",7,"Black"
"10185",2,"Black"
"10186",7,"Black"
"10187",2,"Black"
"10188",7,"Blue"
"10189",2,"Red"
"10190",7,"Black"
"10191",2,"Black"
"10192",7,"Red"
"10193",2,"Blue"
"10194",7,"Black"
"10195",2,"Red"
"10196",7,"Black"
"10197",2,"Red"
"10198",7,"Blue"
"10199",2,"Blue"
"10200",7,"Black"
"10201",2,"Black"
"10202",7,"Black"
"10203",2,"Red"
"10204",7,"Black"
"10205",2,"Black"
"10206",7,"Blue"
"10207",2,"Red"
"10208",7,"Blue"
"10209",2,"Blue"
"10210",7,"Black"
"10211",2,"Black"
"10212",7,"Black"
"10213",2,"Blue"
"10214",7,"Black"
"10215",2,"Blue"
"10216",7,"Black"
"10217",2,"Blue"
"10218",7,"Red"
"10219",2,"Red"
"10220",7,"Black"
"10221",2,"Black"
"10222",7,"Black"
"10223",2,"Black"
"10224",7,"Red"
"10225",2,"Black"
"10226",7,"Red"
"10227",2,"Blue"
"10228",7,"Red"
"10229",2,"Black"
"10230",7,"Blue"
"10231",2,"Black"
"10232",7,"Red"
"10233",2,"Red"
"10234",7,"Blue"
"10235",2,"Blue"
"10236",7,"Blue"
"10237",2,"Red"
"10238",7,"Blue"
"10239",2,"Red"
"10240",7,"Red"
"10241",2,"Black"
"10242",7,"Black"
"10243",2,"Red"
"10244",7,"Blue"
"10245",2,"Red"
"10246",7,"Black"
"10247",2,"Red"
"10248",7,"Black"
"10249",2,"Red"
"10250",7,"Blue"
"10251",2,"Blue"
"10252",7,"Black"
"10253",2,"Red"
"10254",7,"Blue"
"10255",2,"Blue"
"10256",7,"Black"
"10257",2,"Black"
"10258",7,"Black"
"10259",2,"Blue"
"10260",7,"Blue"
"10261",2,"Black"
"10262",7,"Black"
"10263",2,"Red"
"10264",7,"Red"
"10265",2,"Black"
"10266",7,"Black"
"10267",2,"Red"
"10268",7,"Black"
"10269",2,"Black"
"10270",7,"Blue"
"10271",2,"Black"
"10272",7,"Red"
"10273",2,"Red"
"10274",7,"Red"
"10275",2,"Blue"
"10276",7,"Blue"
"10277",2,"Black"
"10278",7,"Black"
"10279",2,"Blue"
"10280",7,"Black"
"10281",2,"Black"
"10282",7,"Red"
"10283",2,"Black"
