country,treatment,categorynum,motive_selfimage,motive_harm,motive_detection,motive_reputation,contact_prob_own,reward,reward_prob,reward_USD,exp_reward_USD,socialdesirability,empathy_score,protectedvalues,owner_income,contact_prob_other,lost_wallet,lost_phone,lost_keys,found_wallet,found_phone,found_keys,appro_cheattaxes,appro_keepwallet,appro_claimbenefits,appro_parkdamage,nomoney,midmoney,nokey,highmoney,countryFE,money_in_wallet,money_in_wallet_int,RESTRICTED_SAMPLE
"Poland",3,5,7,8,3,5,60.000004,10,.1,5.3800001,.53800005,1.5,1.4285715,3.25,1,30.000002,1,1,0,0,0,0,1,-2,-1,-1,1,0,0,0,1,0,1,1
"Poland",3,1,9,10,7,10,90,0,.1,0,0,2,1.8571428,1,-2,60.000004,0,0,1,0,0,0,2,1,1,1,1,0,0,0,1,0,1,1
"Poland",3,1,0,1,0,2,100,0,0,0,0,2.6666667,1.7142857,3.5,3,10,1,0,1,1,0,0,-1,-2,-1,-2,1,0,0,0,1,0,1,1
"Poland",4,4,8,10,8,7,100,22,.2,11.836,2.3672001,3.5,1.2857143,3.75,3,0,0,0,0,0,0,0,-1,-1,-1,-2,0,0,0,1,1,175,1,1
"Poland",1,3,9,10,9,8,90,7,.60000002,3.766,2.2596002,3.5,1.4285715,5,1,70,0,0,0,0,0,1,-2,-2,-2,-2,0,1,0,0,1,25,1,1
"Poland",1,3,10,10,10,7,100,50,.60000002,26.9,16.140001,2.8333333,.85714287,3.25,3,90,0,0,0,0,1,0,-1,-1,-1,-1,0,1,0,0,1,25,1,1
"Poland",1,3,7,10,9,8,100,20,.80000001,10.76,8.6080008,2.3333333,1.5714285,3.5,1,90,0,0,0,0,0,1,1,-1,-2,-1,0,1,0,0,1,0,0,0
"Poland",2,3,8,1,10,8,10,2.5,0,1.345,0,2.6666667,1.4285715,5,0,10,0,0,0,0,0,0,1,-2,-1,-1,0,0,1,0,1,25,1,1
"Poland",2,4,3,3,2,5,80,5,.5,2.6900001,1.345,1.8333334,1.5714285,4,0,80,1,1,0,0,0,0,2,-1,2,2,0,0,1,0,1,25,1,1
"Poland",2,5,10,3,5,10,100,5,0,2.6900001,0,2.8333333,1.2857143,4.75,2,50,0,1,0,0,0,0,1,1,-2,1,0,0,1,0,1,23,0,0
"Poland",1,2,8,8,9,8,100,50,0,26.9,0,1.1666666,1.5714285,3.5,0,80,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,1,30,0,0
"Poland",3,5,10,5,9,10,90,50,.2,26.9,5.3800001,3.3333333,2,4.5,1,50,1,1,1,1,1,0,-2,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",1,2,9,8,9,6,90,6,.2,3.2279999,.64560002,2.5,1.2857143,6,-1,50,0,1,1,0,0,1,-1,-2,-2,-2,0,1,0,0,1,25,1,1
"Poland",2,2,7,2,7,2,50,5,.2,2.6900001,.53800005,1.6666666,2.5714285,3,3,50,0,0,0,0,0,0,2,-1,2,2,0,0,1,0,1,25,1,1
"Poland",4,2,9,8,6,8,100,22,.1,11.836,1.1836001,2.5,1.7142857,2.5,0,50,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,1,175,1,1
"Poland",2,3,10,7,10,10,100,25,.69999999,13.45,9.415,3.1666667,1.5714285,3.75,0,80,0,1,0,1,0,0,-2,-2,-1,1,0,0,1,0,1,25,1,1
"Poland",3,5,10,7,8,8,100,50,.2,26.9,5.3800001,4.1666665,2.1428571,4.5,0,80,0,0,0,0,0,1,-1,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",4,1,10,10,10,10,100,22,0,11.836,0,3.8333333,1,5,1,70,1,1,1,1,0,0,-1,-2,-2,-1,0,0,0,1,1,175,1,1
"Poland",2,1,4,3,7,4,30.000002,5,.30000001,2.6900001,.80700004,3.1666667,2.2857144,3.75,-1,20,0,0,1,0,1,0,-1,1,-2,-1,0,0,1,0,1,25,1,1
"Poland",1,1,10,10,10,10,100,7,.2,3.766,.75319999,3.8333333,2,4,-1,70,0,0,0,1,1,0,-2,-1,-2,-2,0,1,0,0,1,25,1,1
"Poland",2,2,6,4,4,2,80,0,0,0,0,2.3333333,1.5714285,2.75,0,60.000004,0,0,0,1,1,0,-2,-2,-2,-1,0,0,1,0,1,25,1,1
"Poland",3,5,7,10,2,10,100,10,.1,5.3800001,.53800005,3.8333333,1.1428572,5.5,0,10,0,0,0,0,0,0,-1,-2,-1,-2,1,0,0,0,1,0,1,1
"Poland",3,5,3,3,2,2,100,5,.1,2.6900001,.26900002,3,2,3,0,100,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"Poland",3,1,8,7,8,8,80,0,.89999998,0,0,2.1666667,2.2857144,3.25,1,70,1,0,1,0,1,0,-2,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",1,3,10,8,9,7,100,6,.2,3.2279999,.64560002,3,1.5714285,5.5,0,60.000004,0,0,0,0,0,0,-1,-2,-1,-1,0,1,0,0,1,25,1,1
"Poland",3,1,8,10,7,7,100,50,.60000002,26.9,16.140001,2.3333333,1.7142857,3.75,2,90,0,0,0,0,1,0,-1,-2,-2,-1,1,0,0,0,1,0,1,1
"Poland",3,3,0,4,0,5,20,20,0,10.76,0,2.3333333,1.5714285,3.5,2,10,0,0,1,0,0,0,-2,-2,-2,-1,1,0,0,0,1,0,1,1
"Poland",2,1,3,3,2,2,80,0,.1,0,0,2.5,1.7142857,3.25,1,70,1,1,1,0,0,0,-1,-1,-2,-1,0,0,1,0,1,25,1,1
"Poland",2,2,0,0,0,0,70,0,0,0,0,2.3333333,1.4285715,4.25,-1,10,0,0,0,1,1,1,-1,-2,-2,-2,0,0,1,0,1,25,1,1
"Poland",1,5,10,8,2,1,100,20,.5,10.76,5.3800001,3,1.7142857,4.25,2,50,1,0,0,0,0,0,1,-2,2,1,0,1,0,0,1,25,1,1
"Poland",2,1,5,4,1,3,50,5,.30000001,2.6900001,.80700004,2.5,1.1428572,4,2,30.000002,1,0,1,0,0,1,1,-1,-1,-1,0,0,1,0,1,12,0,0
"Poland",4,1,10,10,5,10,90,22,.1,11.836,1.1836001,3.1666667,1.4285715,6,2,90,0,1,1,0,1,1,-1,-2,-1,-1,0,0,0,1,1,175,1,1
"Poland",2,2,9,10,8,9,90,10,.2,5.3800001,1.0760001,2.6666667,1.7142857,4.75,-2,70,0,1,1,0,0,0,-2,-2,-2,-2,0,0,1,0,1,25,1,1
"Poland",4,2,3,8,5,2,50,25,.60000002,13.45,8.0700006,3,1.5714285,4.75,1,50,0,1,1,1,0,1,1,-1,-2,-2,0,0,0,1,1,175,1,1
"Poland",4,4,9,3,0,8,100,20,.2,10.76,2.1520002,2,1.8571428,5.5,1,50,0,0,0,1,1,1,1,-1,2,1,0,0,0,1,1,175,1,1
"Poland",2,5,10,10,10,10,90,5,.1,2.6900001,.26900002,4.1666665,1.1428572,4.75,-1,10,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,1,25,1,1
"Poland",3,2,10,7,8,2,100,2,.89999998,1.076,.96839994,4.3333335,1.1428572,1.5,3,90,1,0,1,1,0,1,-2,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",1,1,4,4,5,4,50,100,.5,53.799999,26.9,2.3333333,2.4285715,3,1,60.000004,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,25,1,1
"Poland",4,3,10,6,10,10,100,50,.30000001,26.9,8.0700006,3,1.2857143,3.25,0,50,0,0,1,0,1,0,-1,-1,-1,-1,0,0,0,1,1,170,0,0
"Poland",4,4,3,2,0,2,50,20,.1,10.76,1.0760001,2.8333333,1.2857143,2.5,3,30.000002,0,0,0,0,0,1,1,-2,-2,-1,0,0,0,1,1,175,1,1
"Poland",1,2,5,4,7,0,30.000002,50,.30000001,26.9,8.0700006,1.6666666,1.8571428,3,3,50,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,1,25,1,1
"Poland",3,2,2,3,0,0,100,5,0,2.6900001,0,3,1.4285715,4.75,1,20,0,1,1,0,1,1,-2,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",1,3,6,5,3,5,90,5,.1,2.6900001,.26900002,1.3333334,1.4285715,3,3,50,1,0,1,1,0,0,-2,-2,-2,-2,0,1,0,0,1,25,1,1
"Poland",3,4,6,6,7,7,90,100,.5,53.799999,26.9,3.3333333,1.8571428,4,0,70,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",4,5,7,6,6,5,70,10,.1,5.3800001,.53800005,1.6666666,1.8571428,3.75,1,30.000002,0,0,1,1,1,1,2,-2,1,1,0,0,0,1,1,175,1,1
"Poland",2,3,4,2,0,3,80,10,0,5.3800001,0,1.8333334,1.7142857,5,1,30.000002,0,0,0,1,0,0,1,-2,-1,-1,0,0,1,0,1,25,1,1
"Poland",2,5,10,6,3,10,70,2,.1,1.076,.1076,2.8333333,1.7142857,5,-1,40,0,0,0,0,0,1,-1,-2,-2,-1,0,0,1,0,1,25,1,1
"Poland",2,1,3,0,0,3,20,5,0,2.6900001,0,2.6666667,2.2857144,3.75,3,10,1,0,1,1,0,0,1,1,-2,-2,0,0,1,0,1,25,1,1
"Poland",2,3,2,0,0,0,100,0,0,0,0,3.5,1.7142857,4.5,0,80,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,25,1,1
"Poland",3,4,6,5,5,3,60.000004,50,.2,26.9,5.3800001,1.5,2.1428571,2.5,0,30.000002,1,0,0,0,0,0,1,-1,1,2,1,0,0,0,1,0,1,1
"Poland",4,4,10,10,8,10,100,20,.1,10.76,1.0760001,2.8333333,1.4285715,5.5,2,50,1,0,0,1,1,0,-2,-2,-2,-2,0,0,0,1,1,172,0,0
"Poland",2,1,10,10,7,10,100,10,.2,5.3800001,1.0760001,2.5,1.8571428,4.75,-1,80,1,1,1,1,0,0,-1,-2,-1,-2,0,0,1,0,1,24,0,0
"Poland",3,2,9,9,8,8,100,10,.1,5.3800001,.53800005,1.3333334,1.8571428,3.75,2,80,1,0,0,0,1,1,-1,-2,-1,-1,1,0,0,0,1,0,1,1
"Poland",1,1,10,10,9,10,70,10,.40000001,5.3800001,2.1520002,2.3333333,1.1428572,5.25,0,0,0,0,0,1,0,0,-2,-2,-1,-2,0,1,0,0,1,25,1,1
"Poland",2,5,9,2,6,0,90,.2,0,.1076,0,2.5,1.7142857,3.5,0,50,1,0,1,0,1,0,-2,-2,-1,-1,0,0,1,0,1,25,1,1
"Poland",2,3,8,2,7,5,100,7,0,3.766,0,1.8333334,1.4285715,3.75,0,70,0,0,1,0,1,0,-1,-2,-1,-1,0,0,1,0,1,25,1,1
"Poland",2,4,8,6,5,8,80,5,.30000001,2.6900001,.80700004,2.3333333,1.1428572,3.5,0,70,0,0,0,0,0,0,-1,1,-2,-1,0,0,1,0,1,25,1,1
"Poland",4,2,10,10,7,7,100,1,.69999999,.53799999,.3766,2.1666667,1.1428572,3,0,80,0,0,0,0,0,0,-1,-2,-1,-1,0,0,0,1,1,175,1,1
"Poland",2,2,8,3,8,8,90,5,.60000002,2.6900001,1.6140001,3,1.1428572,3.25,1,40,0,1,1,1,0,0,-2,-2,-2,-2,0,0,1,0,1,26,0,0
"Poland",2,4,9,3,10,6,100,2,0,1.076,0,2.8333333,1.1428572,4.5,-2,70,0,0,0,1,0,1,-1,-1,-1,-1,0,0,1,0,1,25,1,1
"Poland",2,4,7,4,10,10,100,50,.69999999,26.9,18.83,3.1666667,1,3,3,40,0,0,0,0,0,0,-1,-2,-2,-2,0,0,1,0,1,30,0,0
"Poland",3,3,10,7,8,9,100,10,.1,5.3800001,.53800005,2.1666667,1.4285715,3.75,2,50,0,1,0,0,1,0,-1,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",1,1,7,5,2,7,90,25,.1,13.45,1.345,2.6666667,1.7142857,3.5,1,30.000002,1,1,1,1,1,0,-1,-2,-1,-1,0,1,0,0,1,25,1,1
"Poland",4,4,10,10,10,10,100,20,1,10.76,10.76,4.3333335,1.1428572,3,3,100,0,0,1,1,0,0,-2,-2,-2,-2,0,0,0,1,1,175,1,1
"Poland",2,5,4,4,4,4,70,0,0,0,0,.66666669,2,2.5,0,90,0,0,1,0,1,1,2,-2,-1,1,0,0,1,0,1,23,0,0
"Poland",1,1,10,10,10,10,50,10,.5,5.3800001,2.6900001,4,1.2857143,3,0,30.000002,0,0,0,1,1,1,-2,-2,-2,-2,0,1,0,0,1,25,1,1
"Poland",1,3,10,9,9,8,100,2.5,.2,1.345,.26900002,3,1.7142857,4.25,1,80,1,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,1,25,1,1
"Poland",3,5,10,4,10,10,100,20,.1,10.76,1.0760001,2.3333333,1.4285715,3.5,2,50,0,0,0,0,0,0,1,-1,1,-1,1,0,0,0,1,0,1,1
"Poland",3,4,3,7,7,5,80,50,.5,26.9,13.45,2.8333333,1.7142857,2.75,2,70,0,1,0,0,0,0,-1,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",3,5,8,10,1,1,100,1,.1,.53799999,.053799998,3.3333333,1.1428572,5.5,0,70,1,1,1,0,0,0,1,-2,-1,-2,1,0,0,0,1,0,1,1
"Poland",3,1,7,6,1,7,100,0,0,0,0,4.1666665,2,6,2,60.000004,0,0,0,1,0,0,-1,-2,-1,-1,1,0,0,0,1,0,1,1
"Poland",2,5,10,8,7,10,100,5,.2,2.6900001,.53800005,2.8333333,1.7142857,2.75,1,60.000004,1,0,1,0,0,0,-2,-2,-2,-2,0,0,1,0,1,25,1,1
"Poland",2,5,9,7,8,9,100,7,.5,3.766,1.883,3.3333333,1,2.75,0,50,0,1,0,0,1,1,-2,-2,-2,-2,0,0,1,0,1,25,1,1
"Poland",4,2,10,7,4,8,100,20.5,.89999998,11.029,9.9260998,3.5,2,4.25,3,80,0,1,0,0,0,0,-2,-2,-2,-1,0,0,0,1,1,175,1,1
"Poland",2,1,10,8,10,10,100,5,.69999999,2.6900001,1.883,4.3333335,1.1428572,3,0,50,1,1,1,0,1,1,-2,-2,-2,-2,0,0,1,0,1,25,1,1
"Poland",4,1,10,9,10,10,100,10,.89999998,5.3800001,4.842,4.3333335,1.1428572,4.5,1,80,0,0,1,0,0,1,-2,-2,-2,-2,0,0,0,1,1,174,0,0
"Poland",2,5,8,4,6,6,80,5,.1,2.6900001,.26900002,2.5,1.7142857,3.75,2,30.000002,1,0,1,0,1,0,-1,-2,-2,-2,0,0,1,0,1,25,1,1
"Poland",2,5,2,3,9,8,100,11.5,.1,6.1869998,.61869997,4,2.2857144,1.5,3,0,0,1,0,1,0,0,-2,-2,-1,-2,0,0,1,0,1,25,1,1
"Poland",2,5,10,5,10,10,90,7,.1,3.766,.3766,4,1.2857143,3.5,-2,70,0,0,0,0,0,1,-2,-2,-2,-2,0,0,1,0,1,25,1,1
"Poland",4,5,8,8,9,9,90,2,0,1.076,0,3,1.4285715,2.25,1,70,0,0,1,0,0,1,2,1,-1,1,0,0,0,1,1,175,1,1
"Poland",4,2,7,1,6,10,40,20,.5,10.76,5.3800001,1,1.2857143,3,0,50,0,1,0,0,0,0,-2,-2,-2,-2,0,0,0,1,1,175,1,1
"Poland",1,4,10,8,5,10,100,7,.1,3.766,.3766,4.3333335,1,3.25,1,50,0,0,1,1,0,1,-2,-2,-2,-2,0,1,0,0,1,25,1,1
"Poland",3,2,10,10,10,10,100,50,.5,26.9,13.45,3.3333333,1.7142857,3.75,2,50,0,0,1,0,0,0,1,-1,1,1,1,0,0,0,1,0,1,1
"Poland",3,3,1,3,0,8,50,100,0,53.799999,0,2.1666667,1.8571428,4.25,2,10,0,0,1,1,1,1,-1,-2,-1,-1,1,0,0,0,1,0,1,1
"Poland",3,5,5,5,2,6,100,20,.1,10.76,1.0760001,2,1.1428572,4,1,30.000002,0,0,0,1,0,0,-2,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",1,2,10,5,0,10,90,20,0,10.76,0,3.3333333,1.5714285,4,0,0,1,0,0,0,0,0,-1,1,-2,-2,0,1,0,0,1,25,1,1
"Poland",3,2,10,10,1,1,100,0,0,0,0,2.5,2,5.75,0,90,0,0,0,0,0,0,2,-2,-1,-1,1,0,0,0,1,0,1,1
"Poland",2,3,8,2,8,8,90,0,.2,0,0,1.3333334,1.7142857,3.5,0,80,0,0,0,0,0,0,-1,-2,-2,-2,0,0,1,0,1,25,1,1
"Poland",3,3,8,9,6,7,70,50,.1,26.9,2.6900001,2.6666667,1.5714285,3.75,2,50,0,0,0,0,0,0,-1,-1,-2,-2,1,0,0,0,1,,0,0
"Poland",1,5,10,10,9,7,100,5,0,2.6900001,0,1.6666666,1.1428572,3.25,-2,40,0,0,1,0,0,1,-2,-2,-1,-2,0,1,0,0,1,25,1,1
"Poland",2,1,6,5,4,3,50,5,0,2.6900001,0,1.6666666,2,3,2,50,0,0,0,0,0,0,-1,-1,-1,-1,0,0,1,0,1,25,1,1
"Poland",3,5,4,8,2,6,90,300,.69999999,161.39999,112.98,2.1666667,1.2857143,3,2,50,1,1,1,1,0,1,1,1,-1,1,1,0,0,0,1,200,0,0
"Poland",3,5,1,9,0,5,90,100,.89999998,53.799999,48.419998,2.3333333,1.4285715,4.25,1,70,1,1,1,0,0,1,-1,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",1,1,8,4,9,7,80,5,.5,2.6900001,1.345,3.1666667,1,4.5,-2,60.000004,1,1,1,0,1,0,-1,-2,-1,-1,0,1,0,0,1,25,1,1
"Poland",2,1,3,1,5,3,50,0,.5,0,0,2.3333333,1.4285715,2.5,2,20,0,0,0,0,0,0,-1,-1,-2,1,0,0,1,0,1,25,1,1
"Poland",1,5,10,8,1,0,100,10,.30000001,5.3800001,1.6140001,4.3333335,1.7142857,4.5,1,70,0,0,0,0,1,0,1,-2,-1,-1,0,1,0,0,1,23,0,0
"Poland",4,2,5,7,6,6,90,50,.80000001,26.9,21.52,2.8333333,1.5714285,3,0,80,0,0,0,0,0,0,-1,-2,-2,-2,0,0,0,1,1,185,0,0
"Poland",3,4,10,10,8,8,100,10,.60000002,5.3800001,3.2280002,2.3333333,1.2857143,6,2,60.000004,0,0,0,1,0,0,-2,-2,-2,-1,1,0,0,0,1,0,1,1
"Poland",4,1,10,7,8,5,100,10,.1,5.3800001,.53800005,4.1666665,1.4285715,4.25,2,50,1,0,0,1,0,1,-1,-2,-2,-1,0,0,0,1,1,175,1,1
"Poland",1,5,8,9,7,6,100,10,.69999999,5.3800001,3.766,1.5,1.4285715,3.5,2,40,0,0,0,0,0,0,1,-2,1,-1,0,1,0,0,1,25,1,1
"Poland",1,5,7,10,7,5,90,10,.1,5.3800001,.53800005,2.8333333,1.7142857,2.25,1,50,0,0,0,0,0,0,-2,-1,-1,1,0,1,0,0,1,27,0,0
"Poland",4,3,10,10,5,9,90,11.5,0,6.1869998,0,3.5,1.2857143,3.5,-1,0,0,0,0,0,1,0,2,-1,-1,-1,0,0,0,1,1,173,0,0
"Poland",3,4,0,6,0,2,80,10,0,5.3800001,0,1.5,2,2.5,0,50,1,1,1,0,1,0,-2,-2,-1,-1,1,0,0,0,1,0,1,1
"Poland",2,5,10,10,10,10,100,10,.5,5.3800001,2.6900001,3.5,1.2857143,4.5,0,90,0,0,0,0,0,0,-1,-2,-1,-1,0,0,1,0,1,25,1,1
"Poland",4,4,10,10,10,10,100,22,.30000001,11.836,3.5508003,3.6666667,1.1428572,4.25,1,60.000004,1,1,1,0,1,0,1,-1,1,1,0,0,0,1,1,175,1,1
"Poland",3,4,8,9,7,7,80,50,.5,26.9,13.45,2.6666667,1.7142857,2.5,0,50,0,0,0,1,0,0,-2,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",4,5,10,3,4,0,100,22,.2,11.836,2.3672001,1.5,1.2857143,3.75,1,50,0,0,1,0,1,1,1,2,-2,-1,0,0,0,1,1,175,1,1
"Poland",1,5,9,3,5,6,100,0,0,0,0,2.6666667,1.4285715,3,2,70,0,0,1,0,0,1,-2,-2,-1,-2,0,1,0,0,1,25,1,1
"Poland",3,2,8,5,6,10,100,100,.1,53.799999,5.3800001,2,1.1428572,3.5,1,80,0,0,0,0,0,0,-2,1,1,-1,1,0,0,0,1,0,1,1
"Poland",4,5,9,10,2,0,90,20,0,10.76,0,4,2.1428571,4.5,1,20,0,0,0,1,1,0,2,-1,1,2,0,0,0,1,1,175,1,1
"Poland",1,5,10,10,10,10,100,7,.69999999,3.766,2.6362,4,1.1428572,3.75,0,60.000004,0,0,0,0,1,0,-2,-2,-1,-2,0,1,0,0,1,25,1,1
"Poland",3,2,10,10,10,9,100,10,0,5.3800001,0,2.3333333,.71428573,6,0,10,1,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",1,1,5,4,3,2,80,1.2,0,.64560002,0,3.1666667,1.5714285,3.25,-1,60.000004,0,0,1,0,0,0,-1,-1,-2,-2,0,1,0,0,1,25,1,1
"Poland",4,5,10,10,8,10,100,0,.30000001,0,0,2.3333333,2,1.5,0,80,0,0,0,0,0,0,-1,-2,-2,-2,0,0,0,1,1,175,1,1
"Poland",4,5,10,10,10,10,100,20,0,10.76,0,4.3333335,1,4.5,1,70,0,0,0,1,0,0,-1,-2,-2,-2,0,0,0,1,1,175,1,1
"Poland",1,3,10,10,10,10,100,5,.1,2.6900001,.26900002,3.5,1.1428572,4.75,1,50,0,0,1,0,0,1,-2,-2,-2,-2,0,1,0,0,1,25,1,1
"Poland",3,4,1,1,0,1,50,20,.5,10.76,5.3800001,2,1.4285715,2.75,1,40,1,1,1,0,0,1,-2,-1,-2,-2,1,0,0,0,1,0,1,1
"Poland",2,2,8,7,8,8,100,10,.5,5.3800001,2.6900001,3,1.7142857,3,0,100,0,0,0,0,0,0,-1,-2,-1,-1,0,0,1,0,1,25,1,1
"Poland",3,1,9,10,9,1,80,20,.1,10.76,1.0760001,3.5,1.5714285,3.25,2,70,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",4,3,8,3,5,5,80,25,.30000001,13.45,4.0350003,3,1.1428572,2.5,1,30.000002,1,1,0,0,0,0,1,-2,-1,-1,0,0,0,1,1,175,1,1
"Poland",4,1,10,10,10,10,100,22,.1,11.836,1.1836001,2.6666667,2.1428571,3.25,1,50,1,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,1,175,1,1
"Poland",1,4,6,4,4,3,50,50,.2,26.9,5.3800001,1.5,2,3,1,40,0,1,1,1,0,1,-2,-2,-2,-2,0,1,0,0,1,20,0,0
"Poland",2,2,9,4,10,5,100,6,.30000001,3.2279999,.9684,3.1666667,1.2857143,5.5,2,60.000004,1,0,1,0,1,1,-1,-2,-1,-1,0,0,1,0,1,25,1,1
"Poland",4,5,10,10,10,9,100,5,.5,2.6900001,1.345,2.6666667,1.1428572,4.75,1,70,1,1,0,0,1,0,-2,-2,-2,-1,0,0,0,1,1,175,1,1
"Poland",1,2,10,9,9,10,100,0,0,0,0,2,1.8571428,4.5,1,70,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,23.5,0,0
"Poland",1,1,10,10,5,9,100,20,.30000001,10.76,3.2280002,3.3333333,2,4,2,80,0,1,0,0,1,1,-2,-2,-2,-2,0,1,0,0,1,30,0,0
"Poland",3,5,10,5,5,10,100,50,.1,26.9,2.6900001,4.1666665,1.2857143,2.75,1,90,0,1,1,1,0,0,-1,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",1,5,10,8,8,8,90,50,.5,26.9,13.45,2.5,1.8571428,3,1,80,0,0,1,0,0,1,-2,-2,-2,-2,0,1,0,0,1,25,1,1
"Poland",3,5,9,5,9,8,80,7,.5,3.766,1.883,3.1666667,1.5714285,3.5,2,70,0,0,1,0,0,1,-1,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",2,5,9,6,8,6,90,5,.1,2.6900001,.26900002,3.5,1.4285715,3.75,0,80,0,0,1,1,0,1,-1,-2,-1,-2,0,0,1,0,1,25,1,1
"Poland",1,3,10,10,10,10,100,0,0,0,0,2,1,2.75,-2,100,0,0,0,1,0,1,-2,-2,-1,-1,0,1,0,0,1,24,0,0
"Poland",4,1,7,8,2,6,70,35,.2,18.83,3.766,.5,1.5714285,2.75,1,50,0,1,0,0,0,0,-1,-1,-1,-1,0,0,0,1,1,175,1,1
"Poland",2,1,5,4,7,4,50,5,.1,2.6900001,.26900002,3.1666667,1.7142857,3.25,-1,40,0,0,0,0,0,0,-2,-2,-1,1,0,0,1,0,1,25,1,1
"Poland",1,5,0,5,0,0,100,0,0,0,0,4.1666665,1.1428572,3,0,50,0,1,0,1,1,1,-2,-1,-2,-2,0,1,0,0,1,25,1,1
"Poland",4,2,5,10,7,8,90,20,.30000001,10.76,3.2280002,3.1666667,2.2857144,2.75,-1,10,0,0,0,1,0,0,-1,-2,-1,-1,0,0,0,1,1,175,1,1
"Poland",3,4,3,7,10,5,80,25,.2,13.45,2.6900001,3.1666667,1.2857143,3.75,1,60.000004,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",4,3,10,7,3,5,90,20,.60000002,10.76,6.4560003,2.5,1.8571428,4,-1,50,1,0,0,1,1,1,-1,-2,-2,-2,0,0,0,1,1,175,1,1
"Poland",2,5,10,5,6,9,100,5,.60000002,2.6900001,1.6140001,2.8333333,1.5714285,3,-1,70,1,1,1,0,0,0,-2,-1,-2,-1,0,0,1,0,1,25,1,1
"Poland",3,4,8,5,8,0,100,20,.5,10.76,5.3800001,4.1666665,1.7142857,3,3,50,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,1,0,1,1
"Poland",4,2,5,7,2,6,70,20,.60000002,10.76,6.4560003,2.6666667,1.7142857,3,0,20,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,1,1,175,1,1
"Poland",1,5,7,6,5,5,80,10,.5,5.3800001,2.6900001,2.3333333,1.8571428,4.25,1,60.000004,0,0,1,0,0,0,1,-2,-2,-1,0,1,0,0,1,25,1,1
"Poland",4,4,5,4,8,10,100,22,.1,11.836,1.1836001,1.8333334,1.4285715,4.5,1,80,0,0,0,0,1,1,1,-2,1,-1,0,0,0,1,1,175,1,1
"Poland",1,1,10,1,0,10,100,3,.1,1.614,.16140001,3,1.1428572,5.75,3,90,0,0,0,1,1,0,-2,-2,-2,-1,0,1,0,0,1,25,1,1
"Poland",4,5,10,10,10,10,100,12.7,.2,6.8326001,1.36652,3.1666667,2.4285715,4,0,50,1,1,1,0,0,1,-2,-2,-2,-1,0,0,0,1,1,175,1,1
"Poland",2,3,10,5,10,5,100,11,.1,5.9180002,.59180003,4.1666665,1.1428572,4.5,2,80,1,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,1,10,0,0
"Poland",1,5,10,7,10,10,100,5.5,.1,2.9590001,.29590002,4.1666665,1.1428572,6,0,50,0,0,0,0,0,1,-2,-2,-2,-2,0,1,0,0,1,25,1,1
"Poland",2,1,3,2,6,1,50,1,.1,.53799999,.053799998,2.1666667,1.1428572,4.25,1,30.000002,1,0,1,0,0,1,-2,-2,-2,-2,0,0,1,0,1,25,1,1
"Poland",1,2,10,10,10,10,100,0,0,0,0,2.8333333,1.5714285,2.75,0,10,1,0,1,0,0,1,-2,-2,-2,-2,0,1,0,0,1,25,1,1
"Poland",4,2,10,8,10,10,100,22,.5,11.836,5.9180002,2.8333333,1,5.25,0,70,1,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,1,175,1,1
"Poland",4,2,7,9,0,8,90,22,.30000001,11.836,3.5508003,3.3333333,1.4285715,5.75,-1,70,0,0,0,0,1,1,-2,-2,-1,-1,0,0,0,1,1,175,1,1
