D,P,Q,R,U,W,X,Y,Z
1,0.17314762789730231,1,1,1,0,3.293774019882507,-3.1882951269280206,1
1,-0.441605538155887,1,0,0,1,-0.2991359678629265,-1.0430006749804883,1
0,0.040628188554138515,1,0,1,0,-0.19470583726888246,-8.381000811678764,0
0,1.73189756628088,0,0,1,0,0.5194782770781217,-5.762130191921332,0
1,-0.2011763843134481,1,1,1,0,2.5581750939238996,-3.4947894585399726,1
1,-0.5224550453657839,0,1,1,0,1.833858272223707,-1.7446729827792704,1
1,-0.5579444070033076,1,1,0,1,1.4019041920285584,-1.0738694092950118,0
1,-0.25135452277565407,0,0,0,1,1.1349951693850362,0.4130421242636938,0
1,-0.409298407010531,0,1,0,1,2.5244320651928605,2.6280977409605875,0
0,1.1352620335761576,0,0,0,1,-1.4395306847369576,1.2397643899338102,1
0,-0.0583268003639248,0,0,0,1,0.3295041215636755,1.039647066700085,0
0,0.8194893516421924,0,0,1,0,-0.8804514163827228,-4.007370338930415,1
1,0.6782430557704653,1,1,1,0,2.8309268790263493,-3.9724743917573675,1
1,0.5853139255296484,1,1,0,1,1.613032821368109,-0.5230662350325779,0
1,1.6388456716570912,1,1,0,1,0.482291034019408,-0.1823761448535947,1
0,-1.1314174730275415,1,0,0,0,0.854568110749418,-3.2621393868206483,0
1,-0.2986200485003148,0,0,1,0,1.07053334844186,-0.9904840867990832,1
1,-0.22784841917936277,1,1,1,0,2.9929410056152466,-7.541327779969463,0
0,0.12936155229514074,0,0,0,1,0.8632117632955973,1.5317999358327379,0
1,-1.0602368700715101,1,1,0,0,2.3791645633575262,0.09667593344809244,0
1,-0.1501997569913852,1,1,0,0,0.15592674654273797,-4.567369287059685,0
0,-0.10900497577425432,0,0,0,1,0.764390027182168,1.2052350987696525,0
1,-0.5064187067541207,1,1,1,0,2.575208815853024,-5.178747646403048,1
1,0.7255445702436141,0,1,0,1,1.3910440716344195,2.3796799920132443,0
0,0.45529918334180836,0,0,0,1,1.1808113937527014,4.5112064757818935,1
0,0.13714285603142737,1,0,1,0,0.5545109659241354,-9.061758707658896,0
1,0.4310900134271563,1,0,1,0,0.32160401074333594,-5.510224333024093,1
0,0.1882073179326992,1,0,0,0,-1.1455374596026058,-1.8441891862139352,1
1,0.9918184018806824,1,1,1,0,0.603120438578153,-6.050613247243073,1
1,0.4659976050008796,1,1,0,1,-0.4975800219674782,-2.2449522725575486,1
0,1.1238042219350182,1,1,1,0,0.45142838174487854,-5.807871605480265,1
1,-0.35289255455752166,0,0,0,0,0.4470698591311261,-0.8780044398578224,0
0,1.7769348352494905,1,0,0,0,-2.8727701810515303,-10.242697995529205,0
1,-0.11471154554774224,0,1,0,1,1.237673679358809,1.315984710131738,0
0,0.14557170404396091,0,0,0,1,-1.5106795885847508,-1.429550993376121,0
1,-0.9515063449584376,0,1,1,0,1.9819345286740897,-1.466479266009613,1
0,-0.22151764520367534,0,1,0,1,-0.5197469269936887,0.2412905819429041,0
1,-0.36515339045332285,1,1,0,0,-0.2704837589763198,-4.799205804590744,0
1,-0.08966601604159605,1,1,0,0,0.9275227839133778,-2.965614406311083,0
1,-0.15856115155709577,1,1,0,0,1.461674625520327,-3.4587465582074817,0
1,0.6755433229253802,1,1,1,0,3.279238865993828,-3.6666633430956015,1
1,-0.5962129812607759,0,0,0,1,2.38536824917323,3.908668030397927,1
0,0.010270087740425862,0,0,0,1,0.5667482092214099,-0.023880064151038938,0
0,0.7405045276134995,0,0,0,1,-1.0833907277843584,-1.8288078767059912,0
0,1.0966681535393141,0,0,1,0,-0.9336557049406615,-3.523820994573511,1
0,0.22752979967216433,0,0,0,1,0.396764562363108,0.7649684140146216,0
1,-0.539961769289632,1,1,0,0,1.4336507287985756,-2.1798697043389383,0
1,0.2266349318660349,1,1,1,0,1.3399701524155825,-6.986964608271983,0
0,1.9714832703414902,1,1,0,0,-1.0233034059948933,-4.660840154802255,0
0,-0.11229884866069674,0,0,0,0,-1.7748341008419772,-2.5794327978544604,0
0,1.3874048065974294,0,0,1,1,1.8723864622534285,-4.886276392288421,0
0,-0.5743539393932763,0,1,0,1,1.524585084627902,0.6155099606769189,0
1,0.5511159270101033,1,1,0,1,2.101146933248493,0.16514523708294382,0
0,0.24165323458075724,1,1,0,0,-1.0926057026060487,-4.263247176460536,0
1,1.1640732683634223,1,1,0,1,0.8048545055260629,-0.8226513510088743,1
1,1.3262454644791266,1,1,1,1,3.292502660687868,-4.418113417185682,1
0,-0.16030078748454113,1,0,0,0,-0.196998931594694,-2.7811121298319437,0
0,0.7031336636792274,0,0,1,1,-0.5501070590917037,-1.7578070712005458,1
0,-0.30881838687243096,0,0,0,1,1.3751519379743236,0.6162168870235973,0
0,-0.84672774152126,0,0,1,0,1.6717675282291493,-2.743247523399276,0
1,-1.8718013193383098,1,1,1,0,5.407333558531201,-4.4990918033204395,0
1,-0.20499970810911786,1,0,0,1,1.709892368730658,-2.304378943802202,0
0,0.31282605810017633,0,0,0,1,0.06279448638276813,2.6885976438104806,1
1,1.3777881941185424,1,1,1,0,1.468451698598399,-6.386104319726134,0
1,-1.1699634917047326,1,1,1,0,3.110745123525615,-4.735349078450862,1
1,-0.9392684566638354,1,1,1,0,1.324505329008193,-9.179422220582804,0
0,-0.3137777100408452,0,0,0,1,0.6306870694051955,1.957775455647171,0
1,-1.2646029895217272,0,1,1,0,3.167824119301602,-2.235077549452823,0
0,-0.1394033654567073,0,0,1,0,-0.722398535394988,-4.442362765302719,1
1,-0.11206895521933108,0,0,0,1,1.142618584373668,5.255720686665386,1
0,-0.47691460446019046,1,1,0,1,0.4006881266001683,1.6792245802756391,1
1,-0.47692112084316485,1,0,0,0,0.5283275943895732,-2.2289091702453296,0
1,-0.24549791459492626,1,1,1,0,1.3871715277709842,-7.368597880265732,0
1,0.9252042122456083,1,1,0,0,-0.4005724438738294,-5.954172571900305,0
1,-0.5358340918269628,1,1,1,0,1.8356296230000408,-4.533984444988675,1
1,0.06003914556398738,1,0,0,0,0.7659880519995561,-4.72337982021387,0
1,-1.0910191611061912,0,0,1,1,2.334690697124677,-0.7300778813052111,1
0,-0.3483440143606492,0,0,0,1,-0.33554511804709086,-0.446084140572897,0
1,-0.36328811244135095,1,1,1,0,2.6844149530183867,-5.0451471572960624,1
1,1.6887353934223839,1,1,0,1,-0.3043273908090631,-3.69434418445905,0
0,1.6969093786719263,1,1,1,0,-0.1832410693314414,-5.587031018856393,1
1,0.5827213340199967,1,1,0,1,0.5224612876613491,-1.1261072823799207,1
1,0.8882482575377163,1,1,0,0,0.07437809697072828,-3.979690364527609,0
1,-0.7007048161127776,0,1,0,1,2.640673340081502,2.6654332588240335,0
1,-0.8032966153389599,1,1,1,0,2.5675583089122007,-6.832918494620569,0
0,1.4448570188851386,0,0,0,1,-0.6842830955391659,0.3502039941016506,0
1,-0.38937240004376333,1,0,0,0,1.166061478953315,-2.1704912493796726,0
0,0.6370356683633464,1,0,1,0,-1.1454037124182284,-8.697409481420241,0
1,0.474099095452737,1,1,1,0,0.14656733771168873,-6.193748396315879,1
1,-1.0053488128181713,0,1,1,1,3.772647229595115,0.37194343358656307,1
1,-0.5509043603369632,1,0,0,0,-0.6572951311816568,-5.597492336657702,0
0,-0.42439511753485065,0,1,0,1,-1.3751185457625235,2.355332913760824,1
1,1.2524279503988305,0,0,0,1,0.7121005119806489,3.2797529842519646,1
1,0.34205411058326557,1,1,1,0,0.3857721006570092,-7.765338878597598,1
1,-0.8213956166572062,0,0,1,1,2.3561083201165154,0.4574743953271292,1
1,-1.3316694480387519,1,1,1,0,3.890025336236369,-2.8279791427804746,1
1,0.3807174758834569,1,1,0,0,0.6037439510922292,-4.255887956606741,0
1,0.1501923860196164,1,1,1,0,3.4970396152921266,-1.9211268545907356,1
0,0.4692811621938765,0,0,0,1,-0.49364404398978545,0.4325417520615762,0
1,1.3868478796557369,1,1,1,0,-0.1779658691889484,-5.848034664711889,1
1,-0.4752454437267661,1,1,0,0,2.135151400652837,-3.3848385408812476,0
1,-1.050633874395578,1,0,0,1,0.16177505256246294,-1.0702638528640818,1
1,0.16048251288680365,1,0,1,0,-0.8096450885189148,-7.238780519899589,1
0,1.208058213247231,0,0,1,0,-0.4478987096686884,-2.0060401876018368,1
1,-1.1371994006756212,0,1,0,1,2.398312388246452,5.345454157491172,1
1,-0.3827411223937479,0,1,0,1,1.4909389193124807,4.924134567941803,1
0,0.7943348979316271,1,0,0,0,0.7281968138092809,-3.416554710317576,0
0,0.8918611137891215,1,0,0,0,-2.1140586101050163,-6.639669342376702,0
0,0.7054829509021385,1,0,0,0,-1.116375767545986,-4.640081967993344,0
0,-2.047376434048757,0,0,0,1,0.6805904569342573,4.976093280359754,1
1,-0.07720502873576571,1,1,1,0,1.784104974337534,-3.6866239181861333,1
0,1.1538438571118523,0,0,0,1,-1.6193278144870662,1.7174533415228377,1
1,-0.058915148342044255,1,1,0,1,0.6928984952303163,-0.15804554431853648,1
1,0.20233887616315796,1,1,0,1,1.1669062361439357,-2.03866218476783,0
1,-0.5051466219033985,1,1,0,0,1.3455446899463568,-2.263201947584404,0
1,0.04065596564259058,1,1,0,1,1.512330550564103,1.802718915354375,1
1,-0.2230990828933144,1,1,1,0,1.7806829860073181,-2.7315343929097713,1
1,-1.8779109914098657,1,0,0,0,0.8677185070425111,-1.7389610418239105,1
1,-1.3130354099247252,0,0,1,0,1.4185088064868943,-5.075460065020995,0
0,0.6018546812115486,0,1,0,1,-0.5029583382588394,2.690996370582987,1
1,0.1320040571767491,1,1,1,0,1.5837187432410098,-9.662482317830662,0
1,-1.2633404969253212,1,0,0,0,1.720472727855442,-1.6910047542678324,0
0,1.2286593667930847,0,0,1,1,1.1942374746362474,-3.2218453684287276,1
1,-1.0141004008891161,1,0,0,0,1.438951015537754,-2.0987280337987357,0
1,-1.118828112928575,0,0,0,1,2.444588632554881,1.8694071589015633,0
1,-0.5208088573279483,0,1,0,1,2.27502052410259,1.6728309589791968,0
1,0.16209253076935942,1,1,1,0,2.2499897441177823,-5.198533034346117,1
0,0.3037779594271397,1,0,0,1,0.4496140542976188,0.2666571675972056,1
1,-0.4528902131155341,1,1,1,0,2.6649550663758492,-5.7209529390095994,1
1,0.2239296050164386,0,0,1,1,0.3087804633451048,-1.926771393744481,1
1,0.17702861124328303,1,1,0,1,1.6400054626828773,-2.077512284131855,0
1,-0.38675256554190324,1,0,1,0,3.574706445785729,-7.4178256707862245,0
1,1.048667601896468,1,1,1,0,0.15363678126780977,-9.944623907174504,0
1,-0.32625194436529636,0,1,0,1,3.8187163588823543,5.96703027442263,1
1,0.6421590308319536,1,1,0,1,0.8124096939032982,-0.9938501640285928,1
1,0.148091396835759,1,1,1,0,1.2340914308987911,-7.416014851719434,1
1,0.8805827692812636,1,1,0,1,0.9771275847595173,-0.4322195181039639,1
1,-0.3937528302684433,1,0,0,0,-0.23358331231770135,-6.364265186879017,0
0,0.30753073308447504,1,1,0,1,0.732236568519183,-1.7775742125743907,0
1,-0.9532796963184118,1,1,1,0,3.205347136341825,-7.608947123402201,0
0,0.8651526254026637,0,0,1,1,0.3051966909938054,-3.256819994859936,1
1,-0.0018918542749054947,1,1,1,0,2.276554573232428,-6.860021978143524,0
0,0.8682858391337943,1,0,0,0,-1.2901215022997732,-6.3015956604533905,0
1,1.1421740447236837,1,1,1,0,1.5391994579680566,-5.917595840288605,1
1,-0.42200873750619206,1,1,1,0,3.836895576115383,-5.885253549736998,0
1,0.3466872212819863,1,1,0,1,2.696572152340787,-2.7469671684364476,0
1,-0.34022433005641356,1,1,1,0,1.0986480661058453,-6.632299501170037,1
1,-0.9704629229661711,0,0,1,1,1.5853942525441134,-0.6095226939254057,1
1,0.21805366226729472,1,1,1,0,1.4598878174940282,-9.480436802055229,0
0,0.4842012168943698,0,0,0,1,-0.9374314884413191,0.9252184635241032,1
1,-1.1320944052530473,0,1,1,0,2.2074610201893474,-3.8866861696282227,0
1,-0.06147666304695789,0,1,1,1,2.4604155820089386,-0.7283037525628491,1
1,-0.40880671945068375,1,1,1,0,2.926699462955285,-4.418524301729246,1
0,1.3404677075374172,0,0,1,0,-1.404923248499182,-8.122154704337833,0
1,-1.1157120006636545,1,1,1,0,4.669605078861368,-1.2652373219873227,1
0,1.5065384787652865,0,0,0,1,-1.6969080805171286,-2.104913850918475,0
1,-1.6099659845512182,0,0,0,1,2.27739913898055,1.2809396939937754,0
0,0.9829931684430223,0,0,1,1,0.005654116904887712,-1.3234741921056346,1
1,-0.5279513661682523,1,1,1,0,1.75532998941528,-8.976108893410913,0
1,-0.6065019550632633,1,1,1,0,4.170656089882204,-5.950727959254492,0
1,-1.2368709314713902,0,1,1,1,5.06588254055701,1.7876126232341885,1
0,0.7227962719579536,0,0,0,1,-2.00575510398563,-1.659770173255864,0
0,-0.6088197443482276,0,0,0,1,1.0423012796645008,0.3377985600737291,0
0,1.9137140428677482,1,1,0,1,-0.670630433742801,-3.4389987983254127,1
1,-0.8182207304474148,0,1,1,1,3.496705538371792,-0.07396537761592692,1
1,0.7186534720754939,0,0,1,0,0.03978784562486043,-2.6437457451643422,1
1,-0.30614538880651093,0,1,0,1,1.150389491913107,2.4414628774256344,0
1,-0.7356719004367539,1,1,1,0,3.3749685734511434,-6.61425355147013,0
1,1.2609524895554334,0,1,1,1,2.2777062956104235,1.0739883617757695,1
1,0.451941203488529,0,0,1,0,0.5497959954916818,-5.21471542499402,0
1,-1.2303637365173343,0,1,1,0,2.163670296640395,-1.8829399633026804,1
0,0.9614127249381004,0,0,1,0,-1.9453191921172246,-9.1795727409978,0
1,-0.48442513908113477,1,1,1,0,3.170165726032006,-3.529186410233791,1
0,-0.017348084363224433,0,0,1,0,-0.2652040786852643,-3.049462758285827,1
1,-0.6998847876140724,1,1,0,0,1.905530123622119,-2.7306214901110595,0
1,2.009456094286268,1,1,0,0,-0.3916353812086346,-5.969170687449892,0
1,-0.6959856890838254,1,1,1,0,2.775476987055526,-6.196218670382906,1
1,-1.9638870004004911,1,1,1,0,1.9440209683544314,-7.905967905391701,0
1,-0.015206225981924648,0,1,0,1,3.221442958173548,6.827303744422437,1
1,1.0475720198219483,1,1,0,1,0.7762423231996954,0.36276249166574526,1
1,-0.9640573797069629,1,1,1,0,1.8712411505113506,-4.328706216360115,1
1,-2.6079365157183902,0,0,1,0,4.931763761270053,-3.287349466448156,0
1,-0.34427243836510235,1,1,0,0,1.8138298188580706,-2.392163807487272,0
1,-0.3535163972742325,0,1,1,0,3.5379696908748546,-3.0656979684871364,0
1,-0.012551311517509663,1,0,1,0,0.9307540668534534,-5.868404660470264,1
1,0.1357774468427738,0,1,0,1,0.37008697751554237,0.6101953287419791,0
1,-0.6794344572199688,1,0,0,0,0.41289586401277456,-3.7342714589675663,0
0,-0.6228000508871213,0,0,0,1,0.08413009157922269,3.880555157660542,1
1,0.4202553518171209,0,0,0,1,-0.7561569222930316,-0.9271425107889432,0
1,-0.6078638609551732,1,1,0,1,0.6961603166052188,-1.5576411611522738,1
0,0.19018084688613834,0,0,1,0,0.8362830911631742,-2.4168172407264086,1
1,1.0720731818517355,1,1,1,0,1.7303660054909296,-5.136631391065754,1
1,-0.650687455355359,1,1,0,1,2.8252658889850606,0.7206236661404086,0
1,-1.9515990037525581,0,1,1,1,4.624322185010465,1.0744462910016468,1
1,-0.552987637604908,0,0,0,1,1.3403106106641514,0.6255423573198726,0
0,1.524665907434833,0,0,0,1,-1.073956519668386,-0.3438961360183972,0
1,0.17481519194592104,0,0,0,0,-0.1504804217031074,-0.745396722014151,0
0,2.347433776227005,0,1,0,1,-0.784655099150598,-0.10458987333941616,0
1,-0.8302390051721847,1,1,1,0,2.576503967182634,-4.057656634926529,1
0,-0.20704429496945623,0,0,1,1,-0.0475384422231615,-2.7702496818955136,1
0,1.296581296804896,0,0,0,0,-2.695156875073991,-3.89410408526604,0
1,-0.504902276441516,0,1,1,1,1.607598670149771,-0.5332336542601245,1
1,-0.11451396251907586,0,0,0,1,-0.25277170942589144,0.05997393524337924,0
1,-0.8391078593618817,0,0,0,1,0.3185754057718544,3.101758414007993,1
1,0.3425121702430232,1,1,0,0,0.9567091951389328,-4.615269055569884,0
1,1.2950130738624706,1,1,1,0,0.837109607183528,-7.3792868960461195,0
1,-0.5365801901800835,1,1,1,0,2.326600512590788,-5.613263938509024,1
0,1.7129914653905256,0,1,1,0,0.2272224776914697,-2.018237199710962,1
1,-0.5422014051909235,1,1,0,0,0.8754671562562103,-5.373650825274574,0
1,0.8094621361528842,1,1,1,0,0.12676250643270515,-7.729916436099179,1
1,-0.45915956949654374,0,0,1,0,2.2673404430489694,-3.4919063109290924,0
1,-0.6382828762150149,0,0,1,1,3.2186909886556485,1.3545946786410659,1
1,0.2185272371969869,1,1,0,0,0.7488171944220043,-2.7685991380765564,0
1,-2.2885525717248685,0,0,0,1,1.9615148867042786,2.4608125132992167,0
1,-0.2166244395195994,0,1,1,1,2.7757546205573673,-0.696469855073352,1
1,1.0989867590877964,0,0,0,1,-1.5949790845305312,-1.1131482660592842,0
1,-0.7375771676760718,0,0,1,1,4.793266104652574,-1.2199108594874555,0
0,0.11101701443025173,0,0,1,0,0.6822381300341837,-5.225732914290616,0
0,-0.23046444883676764,0,0,1,0,0.3333976763666695,-3.84909608833063,1
1,-0.565121912276229,0,0,1,1,0.7863157926579344,-0.4055972598413031,1
1,-0.6729446444093021,1,1,1,0,3.4035394287604133,-1.250970445637758,1
1,0.3085887571230953,1,1,0,1,1.162080222331395,-0.39310764010352883,1
0,0.26225574033935556,1,0,0,0,-3.00192497213488,-5.6569894157968275,0
1,1.3353454160101605,1,1,1,0,0.7907208498307554,-5.420049676356559,1
1,0.4247914910380301,1,1,1,0,0.5743362400202348,-5.010251679780231,1
1,-0.7476998551630162,1,1,0,0,-0.0746479794971664,-4.027348438681996,0
1,2.1239383532281595,1,1,1,0,1.1969576859947075,-6.112781363792071,1
1,1.0759034636284854,1,1,0,1,0.3479676927912665,-1.8265022562347621,1
0,0.9320630231061532,1,1,0,0,-1.1375060877377443,-1.7834424137562999,1
1,-0.21706022982688075,1,1,1,0,3.055267964224411,-4.57655751520004,1
1,0.28092842672743096,1,1,0,1,1.461980984211768,1.5510542572474637,1
1,-0.5897386172203961,1,1,0,1,4.222081987987096,-0.07996158833038342,0
1,-1.0455601830005916,1,1,1,0,2.3260407706917747,-6.588278936200872,0
0,0.995603018658065,0,0,0,1,-1.9427694254425836,0.29246352268742326,1
1,1.3070470410962445,1,1,1,0,-0.38270304505929476,-6.588971884197722,1
1,0.49258063753715303,1,1,0,1,0.30329877524806087,0.1891059018105098,1
0,-0.07443436663623552,1,0,1,0,-1.52259545162372,-8.568310600892906,1
1,-0.2753637236766327,0,0,1,0,1.6245898669876053,-3.39373595135576,0
1,0.025998101115481655,0,1,0,1,1.3647150366391512,3.1475395402649076,1
0,1.9110476536372056,0,0,0,1,-2.6757693276626764,-1.9761497379181607,0
0,1.921302743157417,0,0,1,0,-1.1577316649270257,-8.02909213714953,0
1,-0.5060172145768026,1,0,1,0,1.166707273523948,-7.1028888668446175,1
1,0.8129950362016292,1,1,1,0,1.2601118894826815,-9.276333287338353,0
1,0.5520842179826924,1,1,0,1,0.5756126141008368,-3.6771237229830724,0
0,-0.6726025363223715,1,0,0,0,0.4009982226853709,-4.542307626474959,0
0,0.5700446021436905,1,0,1,0,-0.14701971606382802,-10.826649427462076,0
1,0.5385235039168761,1,1,1,0,1.9133305132153047,-4.871159312411812,1
0,1.8958227005472277,0,0,1,0,-1.5243985429096234,-5.300985367484295,1
1,0.8921487409383414,1,0,0,1,0.23254187444982632,-2.358746977113745,0
1,0.18596089010515923,1,1,1,0,1.5668580055831367,-5.6480127386515715,1
0,0.1691046410806879,0,0,0,1,-0.0856473357327595,-0.4830837060951933,0
1,0.5331860703894777,0,1,0,1,1.5695571031120439,0.957990202998809,0
1,-1.2341673694918323,0,1,0,1,3.0779737704341947,4.5038413598713785,0
1,1.057015024689362,1,1,0,0,-1.1761584918727495,-5.074178670882133,0
1,0.2887104339314686,1,1,0,1,1.3594591809882806,-1.8673269829811256,0
1,-1.0933828335857583,0,0,1,1,2.6459244411861103,2.523795347173649,1
1,-1.252588141886861,1,1,1,0,3.5013850133018125,-7.051847375293924,0
1,-0.22500117223181024,1,1,1,0,0.866546563487669,-9.292136888798472,0
1,1.0844491051297693,1,1,1,0,1.9784432438536121,-5.811217659632667,1
1,1.8368313635713414,1,1,1,0,0.9538033303001493,-5.142005148034393,1
0,1.9259929984403548,0,0,0,0,-2.4385125400202474,-2.379254369936983,0
0,0.19609582210089463,0,1,0,1,-0.2421791417207817,0.6283213734855587,0
0,0.8170273795484632,0,0,0,1,-1.326045262381256,2.0938637500927064,1
0,0.5864662779498075,0,0,0,1,-0.5821482106065444,2.5549677621591314,1
1,1.8474316516399074,0,1,0,1,-0.1379349867759294,2.4359039874696555,1
0,0.4509732219142195,1,0,0,0,-0.1318234168815599,-4.732151445166072,0
1,0.5258874601917216,0,1,1,0,1.1485173357266891,-5.54872725599698,0
0,-1.253454251528829,0,0,1,0,0.7997081508449861,-5.843440747657729,0
1,-0.12368760631996968,1,1,0,0,0.6156845240124772,-3.351064688995516,0
1,1.5482515929744627,1,1,0,1,-0.8696904925284303,-3.2484162208372576,0
1,-1.1894165262635294,0,0,0,1,1.452146778255567,4.187541518488991,1
1,0.7214150905494223,1,1,1,0,1.904891449904732,-5.341766809174719,1
1,1.134901516903571,1,1,0,1,0.341992186235638,-2.1616127370551044,0
0,-0.1324068544442345,1,1,0,0,0.8854197731544142,-3.458534624834748,0
1,-1.0138100163165804,0,1,1,0,4.0337773116665065,-3.291590265306633,0
1,0.49350400746233686,1,1,1,0,0.30525649889018425,-6.869575499462981,1
1,-0.8839888500876697,0,1,0,1,0.8417085847106107,1.0152128947360568,0
1,1.0873529782354296,1,1,1,0,1.97049110164459,-5.615939579172566,1
0,1.4698453740862272,1,0,0,0,-1.1632129722157392,-6.819699087791481,0
1,0.14655089341226973,0,0,1,1,2.312089548645587,-0.6854133572265705,1
1,2.0868601663439783,1,1,0,1,0.09050673778054841,0.08552346692752077,1
1,0.7673046268687099,1,1,0,1,0.8310644718044962,0.27250400675152214,1
1,0.24801600394386672,1,1,1,1,2.0892237532680236,-3.908692476507029,1
1,0.7197843957989383,1,1,1,0,3.123539445239385,-5.100740859191914,1
0,0.28512399477603295,1,1,0,0,-1.5881763422086295,-3.2532474867382466,0
1,0.11639420670415707,1,1,1,0,-0.9421611400454988,-11.597613706435407,0
1,-0.8462562906506552,1,1,1,0,3.124570654619607,-5.411721605656997,1
0,0.24591825565802142,0,0,1,1,-0.13534453384980194,-2.658179213494118,1
0,1.1825447595333605,1,1,1,0,-0.38688425350116784,-7.800126994941944,1
0,1.3196199597041225,1,0,0,0,-2.2976813088453087,-6.680998746435545,0
1,0.8309784769125098,1,0,1,0,0.5733029213793455,-5.901459789071663,1
1,0.8512845920991515,1,1,0,0,-0.06291366183027666,-4.683973816247472,0
1,0.4038740736711301,0,1,1,1,3.141696145153108,-0.7849881433039826,1
1,-1.6835869062207791,1,1,1,0,3.482485321786566,-2.869964040629193,1
1,0.781526437142032,1,1,0,0,-0.6069573086276089,-6.366002339312578,0
1,-0.2867210804549087,1,1,0,0,2.3919613095464207,-1.4216653105899038,0
1,-1.7612879942878288,1,1,0,1,2.975378504201789,3.2167330168709216,1
1,0.2530050423231036,0,1,1,1,2.8266122362206234,0.35053323881228304,1
1,-1.4191245173308762,0,0,0,1,0.9459039050255209,0.8997956924305027,0
1,-0.22350352595996792,0,1,1,0,2.7146399084903474,-4.1441570108647285,0
0,-0.30339087238784546,1,0,1,0,0.3902325125234073,-10.957947583460468,0
0,3.194734935652512,0,1,0,1,-2.4136472520194254,0.302436024936062,1
0,0.1189089242738815,1,0,1,0,0.2121424625317898,-6.610900753825849,1
1,1.8231170076165242,1,1,1,0,0.6601915417567891,-6.198651501726661,1
1,-1.9376465604994604,0,0,1,0,3.7054917024894514,-2.6119933992786875,0
1,1.0710456255444012,1,1,1,0,-0.393863093453638,-9.520487287240346,1
1,-0.3961493860254064,0,0,0,1,0.6804262367042221,1.6901268423812588,0
1,0.17108150794640992,0,0,1,1,2.2353372651402186,0.6613758032552111,1
0,0.4091628773872995,0,0,1,0,-0.6779399273312925,-5.847204809963445,0
1,-2.160720440440058,1,0,0,0,2.461310861695493,-2.0128651987722614,0
1,0.6555920995742677,1,1,0,1,0.040222802867020624,-3.0770082888628303,0
1,0.28006122325930544,0,1,1,1,3.7207022728292243,0.8141752268757492,1
1,-1.2575804829019688,1,0,0,0,0.9457306632099967,-0.5755576281337738,1
1,-3.549274860596661,1,1,0,0,4.011028742570265,-0.9249308874696901,0
1,-0.5421372929687249,1,1,0,0,3.319089489532951,-0.9429515502256784,0
1,-0.2398781374932049,0,0,0,1,1.54161063829555,1.8907883648248962,0
0,0.12190769023940397,0,0,0,1,-1.3095750902457985,2.847796173325883,1
0,0.4797653566985527,0,0,1,0,0.824207933221417,-4.074672556180343,1
1,-0.8355977194169066,1,0,1,0,2.1322931457393777,-5.863300180234789,1
1,-0.5153895226123708,1,1,1,0,2.029376842280142,-3.9683794531364494,1
1,0.2211221157277412,0,0,0,1,1.7726127571528778,4.919485542192718,1
0,-0.04037485044874603,0,0,1,1,2.1265010866086227,-0.4657538215877994,1
0,0.5597683228677374,0,0,0,1,-0.8333480407348346,-0.010276238792667147,1
1,1.3348415408051202,1,1,1,0,1.4841402968386264,-4.335851362941712,1
0,0.8239681877980759,0,0,0,1,0.1925215476364427,0.22261970615053078,0
1,0.49702638131028015,1,1,0,1,0.720849395316262,-0.42212420460935296,1
1,-1.357357288961315,0,0,0,1,1.1216027556805035,3.6956067712599854,0
1,1.6472102091567282,1,1,1,0,1.5762710332244914,-8.578243756748765,0
0,0.7142414856237808,0,1,0,1,0.11202722361098072,1.1750997628189002,0
0,-0.4197387289243509,0,0,0,1,0.43834390291125613,4.281626129794096,1
0,1.8657414446244462,1,0,0,1,-2.725156434228523,-3.1698228916323234,1
0,-0.5628152538873438,0,0,0,1,1.849441012197118,1.582768255676112,0
1,-0.538435405272565,1,1,1,0,1.5780958682448505,-3.884825471610169,1
1,-1.0676924828746754,1,1,1,0,3.40044166519355,-4.055306255700385,1
1,-2.2129065843595006,0,0,0,1,3.1454474668391574,2.8831861349039647,0
0,-0.16194434112563544,0,0,0,1,0.8337814512092934,4.9195515380877275,1
0,1.404356005271015,0,0,0,0,-2.009162641972576,-3.9070518614326017,0
1,0.6775424565273456,1,1,0,0,0.0856989584356278,-3.4126953359289827,0
0,0.21030084282240724,0,0,0,1,-2.6910975814989637,-0.0244587884061368,1
1,-1.0939116775001054,1,0,1,0,0.2555835548821619,-7.304839344452096,1
1,-0.18841143737313662,1,1,1,0,1.1377554395459357,-8.699435313637103,0
1,-0.30637098269506013,0,1,0,1,0.7390638577113892,4.53951954303431,1
1,-0.45146471413905503,0,0,1,1,2.9451426678968478,0.3899853178669181,1
0,-0.3374268616968133,0,0,0,1,-0.5999294082353215,-1.2303475093290552,0
0,-0.35102426434263384,0,0,1,0,1.8092257536510998,-4.03221587318535,0
1,0.48525907712154576,1,0,0,1,0.3895378045497499,-1.6526896549476628,1
1,0.5525528545101358,0,0,1,1,0.5623475500685658,-1.200179844251329,1
1,0.23001772969283146,1,0,1,0,1.0864809435069116,-8.10558376192297,0
1,-0.8620367031913446,1,1,1,0,2.696165413677005,-7.178487233685153,0
1,-0.8779264315011581,1,0,1,0,2.443092839020273,-5.4093375226481974,1
1,0.6500273472157868,1,1,0,1,0.15349954921006642,-0.8503136750683912,1
1,0.07761835319709585,1,0,1,0,0.8551239002711436,-4.926373724900226,1
1,-0.33599929976951926,1,1,0,1,2.1475086792282183,-0.4451781638735912,0
